id,Inlock,cct_primera_opcion,nombre_primera_opcion,turno_primera_opcion,CCT_PROCED,nombre_procedencia,Coord_x_primera_opcion,Coord_y_primera_opcion,Coord_x_procedencia,Coord_y_procedencia
182,3,09DES0132Z,JAPON,500,09DPR5076L,LOS SIMBOLOS PATRIOS,-99.0485,19.3414,-99.025,19.3338
183,3,09DES0132Z,JAPON,500,09DPR1223D,REPÚBLICA DE BRASIL,-99.0485,19.3414,-99.0469,19.3491
184,3,09DES0132Z,JAPON,500,09DPR1296W,GREGORIO MARÍAS,-99.0485,19.3414,-99.0403,19.34
185,3,09DES0132Z,JAPON,500,09DPR4203K,MÉXICO-JAPÓN,-99.0485,19.3414,-99.0496,19.3243
186,3,09DES0132Z,JAPON,500,09DPR0005J,PROFR. ANTONIO CEDEÑO,-99.0485,19.3414,-99.051,19.3297
187,3,09DES0132Z,JAPON,500,09DPR0871A,JOSÉ VASCONCELOS,-99.0485,19.3414,-99.0591,19.3422
188,3,09DES0132Z,JAPON,500,09DPR0913J,LIC. ALFREDO V. BONFIL,-99.0485,19.3414,-99.0897,19.3915
189,3,09DES0132Z,JAPON,500,09DPR2301Y,FUERZAS ARMADAS DE MÉXICO,-99.0485,19.3414,-99.1623,19.2782
190,3,09DES0132Z,JAPON,500,09DPR0108F,PROFR. MANUEL AGUILAR SAENZ,-99.0485,19.3414,-99.0544,19.3522
191,3,09DES0132Z,JAPON,500,09DPR5049O,WILFRIDO MASSIEU,-99.0485,19.3414,-99.0622,19.3575
192,3,09DES0132Z,JAPON,500,09DPR1273L,JOSÉ MARIANO JIMÉNEZ,-99.0485,19.3414,-99.0429,19.3462
193,3,09DES0132Z,JAPON,500,09DPR0861U,30 DE ABRIL,-99.0485,19.3414,-99.0732,19.3541
194,3,09DES0132Z,JAPON,500,09DPR2916U,CERRO DE LA ESTRELLA,-99.0485,19.3414,-99.1024,19.3454
195,3,09DES0132Z,JAPON,500,09DPR2271U,LOS DERECHOS DEL NIÑO,-99.0485,19.3414,-99.03,19.345
196,3,09DES0132Z,JAPON,500,09DPR2904P,REPÚBLICA POPULAR DE POLONIA,-99.0485,19.3414,-99.0389,19.3453
197,3,09DES0132Z,JAPON,500,09DPR2743T,ANDRÉS MOLINA ENRIQUEZ,-99.0485,19.3414,-99.0226,19.3426
198,3,09DES0132Z,JAPON,500,09DPR5074N,PROFR. JOSÉ SANTOS VALDES,-99.0485,19.3414,-99.0418,19.3182
199,3,09DES0132Z,JAPON,500,09DPR2505S,DR. AGUSTIN RIVERA,-99.0485,19.3414,-99.1451,19.4273
200,3,09DES0132Z,JAPON,500,09PPR1779F,CENTRO ESCOLAR ABRAHAM LINCOLN,-99.0485,19.3414,-99.067538,19.397174
201,3,09DES0132Z,JAPON,500,09DPR2090K,REPÚBLICA DE MADAGASCAR,-99.0485,19.3414,-99.0518,19.347
202,3,09DES0132Z,JAPON,500,09PPR1163K,INSTITUTO EDUCATIVO LIBERTAD,-99.0485,19.3414,-99.03721389,19.34143889
203,3,09DES0132Z,JAPON,500,09DPR1146P,ALBINO GARCÍA,-99.0485,19.3414,-99.038,19.345
204,3,09DES0132Z,JAPON,500,09DPR3022U,FELIX F. PALAVICINI,-99.0485,19.3414,-99.0587,19.3483
205,3,09DES0132Z,JAPON,500,09DPR1322D,EL AMO TORRES,-99.0485,19.3414,-99.0412,19.3419
206,3,09DES0132Z,JAPON,500,09DPR3022U,FELIX F. PALAVICINI,-99.0485,19.3414,-99.0587,19.3483
207,3,09DES0132Z,JAPON,500,09DPR0127U,PROFR. JOSÉ GONZÁLEZ VILLASEÑOR,-99.0485,19.3414,-99.038,19.332
208,3,09DES0132Z,JAPON,500,09DPR4203K,MÉXICO-JAPÓN,-99.0485,19.3414,-99.0496,19.3243
209,3,09DES0132Z,JAPON,500,09DPR4203K,MÉXICO-JAPÓN,-99.0485,19.3414,-99.0496,19.3243
210,3,09DES0132Z,JAPON,500,09DPR0103K,PROFR. ANTONIO CEDEÑO,-99.0485,19.3414,-99.051,19.3297
211,3,09DES0132Z,JAPON,500,09DPR0858G,PROFR. ANGEL SALAS BONILLA,-99.0485,19.3414,-99.04,19.3405
212,3,09DES0132Z,JAPON,500,09DPR5114Y,LUCIO CABAÑAS BARRIENTOS,-99.0485,19.3414,-99.0396,19.3217
213,3,09DES0132Z,JAPON,500,09DPR1223D,REPÚBLICA DE BRASIL,-99.0485,19.3414,-99.0469,19.3491
214,3,09DES0132Z,JAPON,500,09DPR0112S,PROFR. RAMIRO SÁNCHEZ LÓPEZ,-99.0485,19.3414,-99.0275,19.3308
215,3,09DES0132Z,JAPON,500,09DPR1321E,EL AMO TORRES,-99.0485,19.3414,-99.0412,19.3419
216,3,09DES0132Z,JAPON,500,09DPR4511Q,REPÚBLICA ARABE DE EGIPTO,-99.0485,19.3414,-99.0378,19.3209
217,3,09DES0132Z,JAPON,500,09DPR4186K,PROFR. MARCELINO RENTERIA,-99.0485,19.3414,-99.0537,19.3267
218,3,09DES0132Z,JAPON,500,09DPR2021O,MAESTRO FELIX JIMÉNEZ NÁJERA,-99.0485,19.3414,-98.9947,19.2481
219,3,09DES0132Z,JAPON,500,09DPR2904P,REPÚBLICA POPULAR DE POLONIA,-99.0485,19.3414,-99.0389,19.3453
220,3,09DES0132Z,JAPON,500,09DPR4203K,MÉXICO-JAPÓN,-99.0485,19.3414,-99.0496,19.3243
221,3,09DES0132Z,JAPON,500,09DPR1295X,GREGORIO MARÍAS,-99.0485,19.3414,-99.0403,19.34
222,3,09DES0132Z,JAPON,500,09DPR5042V,MACUILXOCHITZIN,-99.0485,19.3414,-99.027,19.3281
223,3,09DES0132Z,JAPON,500,09PPR1163K,INSTITUTO EDUCATIVO LIBERTAD,-99.0485,19.3414,-99.03721389,19.34143889
224,3,09DES0132Z,JAPON,500,09DPR2865D,GENOVEVA CORTES,-99.0485,19.3414,-99.0418,19.3349
225,3,09DES0132Z,JAPON,500,09DPR2272T,LOS DERECHOS DEL NIÑO,-99.0485,19.3414,-99.03,19.345
226,3,09DES0132Z,JAPON,500,09DPR2895Y,REPÚBLICA COSTA DE MARFIL,-99.0485,19.3414,-99.1063,19.3893
227,3,09DES0132Z,JAPON,500,09DPR0871A,JOSÉ VASCONCELOS,-99.0485,19.3414,-99.0591,19.3422
228,3,09DES0132Z,JAPON,500,09DPR0836V,PROFR. ANGEL SALAS BONILLA,-99.0485,19.3414,-99.04,19.3405
229,3,09DES0132Z,JAPON,500,09DPR1321E,EL AMO TORRES,-99.0485,19.3414,-99.0412,19.3419
230,3,09DES0132Z,JAPON,500,09DPR2531Q,ANIBAL PONCE,-99.0485,19.3414,-99.0191,19.336
231,3,09DES0317E,OCTAVIO PAZ,700,09DIX0017P,FRANCISCO I. MADERO,-99.0051,19.3407,-99.116,19.4432
232,3,09DES0317E,OCTAVIO PAZ,700,09DPR0112S,PROFR. RAMIRO SÁNCHEZ LÓPEZ,-99.0051,19.3407,-99.0275,19.3308
233,3,09DES0317E,OCTAVIO PAZ,700,09DPR3263S,PROFR. GAUDENCIO PERAZA,-99.0051,19.3407,-98.9897,19.3481
234,3,09DES0317E,OCTAVIO PAZ,700,09DPR2531Q,ANIBAL PONCE,-99.0051,19.3407,-99.0191,19.336
235,3,09DES0317E,OCTAVIO PAZ,700,09DPR5105Q,JAIME SABINES,-99.0051,19.3407,-99.0039,19.3329
236,3,09DES0317E,OCTAVIO PAZ,700,09DPR5105Q,JAIME SABINES,-99.0051,19.3407,-99.0039,19.3329
237,3,09DES0317E,OCTAVIO PAZ,700,09PPR0934A,AGUSTIN ANFOSSI,-99.0051,19.3407,-99.010507,19.348275
238,3,09DES0317E,OCTAVIO PAZ,700,09DPR4108G,JOSÉ MA. RODRÍGUEZ COS,-99.0051,19.3407,-99.0448,19.3281
239,3,09DES0317E,OCTAVIO PAZ,700,09DPR5123F,MANUEL GONZÁLEZ FLORES,-99.0051,19.3407,-99.0094,19.3369
240,3,09DES0317E,OCTAVIO PAZ,700,09DPR3024S,ANIBAL PONCE,-99.0051,19.3407,-99.0191,19.336
241,3,09DES0317E,OCTAVIO PAZ,700,09DPR4517K,UGANDA,-99.0051,19.3407,-98.9911,19.3367
242,3,09DES0317E,OCTAVIO PAZ,700,09DPR5062I,ACAHUALTEPEC,-99.0051,19.3407,-99.0091,19.3426
243,3,09DES0317E,OCTAVIO PAZ,700,09DPR5105Q,JAIME SABINES,-99.0051,19.3407,-99.0039,19.3329
244,3,09DES0317E,OCTAVIO PAZ,700,09DPR2926A,RAZON Y FUERZA DE LA REVOLUCION MEXICANA,-99.0051,19.3407,-98.989,19.3476
245,3,09DES0317E,OCTAVIO PAZ,700,09DPR5052B,ACAHUALTEPEC,-99.0051,19.3407,-99.0091,19.3426
246,3,09DES0317E,OCTAVIO PAZ,700,09DPR0113R,J. CONCEPCIÓN RIVERA,-99.0051,19.3407,-99.0313,19.3563
247,3,09DES0317E,OCTAVIO PAZ,700,09DPR1332K,CUAUHTÉMOC,-99.0051,19.3407,-99.0241,19.3555
248,3,09DES0318D,XALPA,700,09DPR3023T,PROFR. EMILIANO NEGRETE LÓPEZ,-99.0166,19.3449,-99.0224,19.3418
249,3,09DES0318D,XALPA,700,09DPR1146P,ALBINO GARCÍA,-99.0166,19.3449,-99.038,19.345
250,3,09DES0318D,XALPA,700,09DPR3296J,MANUEL RIVERA CAMBAS,-99.0166,19.3449,-99.0199,19.3297
251,3,09DES0318D,XALPA,700,09DPR3023T,PROFR. EMILIANO NEGRETE LÓPEZ,-99.0166,19.3449,-99.0224,19.3418
252,3,09DES0318D,XALPA,700,09DPR3058I,PROFR. EMILIANO NEGRETE LÓPEZ,-99.0166,19.3449,-99.0224,19.3418
253,3,09DES0318D,XALPA,700,09DPR2680Y,HERMANOS SERDAN,-99.0166,19.3449,-99.0126,19.3447
254,3,09DES0318D,XALPA,700,09DPR2920G,REPÚBLICA SOCIALISTA DE VIETNAM,-99.0166,19.3449,-99.0176,19.339
255,3,09DES0318D,XALPA,700,09DPR2920G,REPÚBLICA SOCIALISTA DE VIETNAM,-99.0166,19.3449,-99.0176,19.339
256,3,09DES0318D,XALPA,700,09DPR5105Q,JAIME SABINES,-99.0166,19.3449,-99.0039,19.3329
257,3,09DES0318D,XALPA,700,09DPR3024S,ANIBAL PONCE,-99.0166,19.3449,-99.0191,19.336
258,3,09DES0318D,XALPA,700,09DPR3108Z,RICARDO GARCÍA ZAMUDIO,-99.0166,19.3449,-99.0077,19.348
259,3,09DES0318D,XALPA,700,09DPR5140W,GUSTAVO BAZ PRADA,-99.0166,19.3449,-99.2301,19.2726
260,3,09DES0318D,XALPA,700,09DPR2281A,MAHATMA GANDHI,-99.0166,19.3449,-99.0747,19.3556
261,3,09DES0318D,XALPA,700,09DPR2091J,GUADALUPE CENICEROS DE PÉREZ ZAVALETA,-99.0166,19.3449,-99.0584,19.3506
262,3,09DES0318D,XALPA,700,09DPR2284Y,REPÚBLICA DE IRAK,-99.0166,19.3449,-99.1197,19.36
263,3,09DES0318D,XALPA,700,09DPR2531Q,ANIBAL PONCE,-99.0166,19.3449,-99.0191,19.336
264,3,09DES0318D,XALPA,700,09DPR2799V,JOSÉ ORTEGA Y GASSET,-99.0166,19.3449,-99.0126,19.3453
265,3,09DES0318D,XALPA,700,09DPR1307L,ESTADO DE MORELOS,-99.0166,19.3449,-99.0116,19.3621
266,3,09DES0318D,XALPA,700,09DPR2653A,JOSÉ ORTEGA Y GASSET,-99.0166,19.3449,-99.0126,19.3453
267,3,09DES0318D,XALPA,700,09DPR2680Y,HERMANOS SERDAN,-99.0166,19.3449,-99.0126,19.3447
268,3,09DES0318D,XALPA,700,09DPR2920G,REPÚBLICA SOCIALISTA DE VIETNAM,-99.0166,19.3449,-99.0176,19.339
269,3,09DES0318D,XALPA,700,09DPR5123F,MANUEL GONZÁLEZ FLORES,-99.0166,19.3449,-99.0094,19.3369
270,3,09DES0318D,XALPA,700,09DPR5076L,LOS SIMBOLOS PATRIOS,-99.0166,19.3449,-99.025,19.3338
271,3,09DES0318D,XALPA,700,09DPR2833L,REPÚBLICA POPULAR SOCIALISTA DE ALBANIA,-99.0166,19.3449,-99.0252,19.3554
272,3,09DES0318D,XALPA,700,09DPR2926A,RAZON Y FUERZA DE LA REVOLUCION MEXICANA,-99.0166,19.3449,-98.989,19.3476
273,3,09DES0318D,XALPA,700,09DPR4001O,PROFR. FELIPE LÓPEZ,-99.0166,19.3449,-99.0238,19.3339
274,3,09DES0318D,XALPA,700,09DPR2799V,JOSÉ ORTEGA Y GASSET,-99.0166,19.3449,-99.0126,19.3453
275,3,09DES0318D,XALPA,700,09DPR3296J,MANUEL RIVERA CAMBAS,-99.0166,19.3449,-99.0199,19.3297
276,3,09DES0318D,XALPA,700,09DPR2841U,PROFRA. MA. DE LA LUZ MERCADO MENDEZ,-99.0166,19.3449,-99.052,19.3539
277,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1713S,FRANCISCO SANTOYO MALDONADO,-99.1616,19.4426,-99.182,19.4522
278,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR1349P,COLEGIO BILINGÜE SAINT MARY,-99.1616,19.4426,-99.157883,19.444733
279,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0236F,RENACIMIENTO,-99.1616,19.4426,-99.17993,19.44613
280,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
281,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1516R,REPÚBLICA MEXICANA,-99.1616,19.4426,-99.1541,19.5185
282,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
283,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1114X,JUAN TELLEZ VARGAS,-99.1616,19.4426,-99.149,19.445
284,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1134K,I.S.S.S.T.E.,-99.1616,19.4426,-99.1471,19.4561
285,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1495V,DR. ATL,-99.1616,19.4426,-99.145,19.4858
286,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
287,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR1607N,INSTITUTO BILINGÜE VICTORIA GAMA,-99.1616,19.4426,-99.164577,19.434887
288,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2144Y,MARGARITA MAZA DE JUÁREZ,-99.1616,19.4426,-99.1595,19.439
289,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2427E,ESTADO DE VERACRUZ,-99.1616,19.4426,-99.1458,19.4405
290,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
291,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2414A,EZEQUIEL A. CHAVEZ,-99.1616,19.4426,-99.1615,19.4485
292,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
293,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1691X,OROZCO Y BERRA,-99.1616,19.4426,-99.1795,19.4574
294,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2321L,IGNACIO M. ALTAMIRANO,-99.1616,19.4426,-99.147,19.4394
295,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2141A,MIGUEL HIDALGO,-99.1616,19.4426,-99.1782,19.455
296,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2432Q,FRAY MELCHOR DE TALAMANTES,-99.1616,19.4426,-99.147,19.4533
297,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0245N,INSTITUTO MORELOS,-99.1616,19.4426,-99.18584,19.458574
298,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2432Q,FRAY MELCHOR DE TALAMANTES,-99.1616,19.4426,-99.147,19.4533
299,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2503U,ESPAÑA,-99.1616,19.4426,-99.132,19.4265
300,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1630J,REPÚBLICA DE COREA,-99.1616,19.4426,-99.1727,19.4741
301,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1338E,PADRE MIER,-99.1616,19.4426,-99.1656,19.4351
302,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2354C,REPÚBLICA DE ARGENTINA,-99.1616,19.4426,-99.1314,19.4397
303,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR1650B,COLEGIO DEL VALLE,-99.1616,19.4426,-99.165408,19.395934
304,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1355V,JAIME TORRES BODET,-99.1616,19.4426,-99.108,19.4582
305,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
306,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0568V,ESCUELA DE LA CIUDAD DE MÉXICO,-99.1616,19.4426,-99.161265,19.447167
307,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
308,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0412U,COLEGIO MÉXICO,-99.1616,19.4426,-99.158199,19.422495
309,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR1224H,COLEGIO ASPEN,-99.1616,19.4426,-99.18122,19.464345
310,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
311,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1308K,ESTEBAN GARCÍA DE ALBA,-99.1616,19.4426,-99.1205,19.3596
312,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1569W,REPÚBLICA DE CUBA,-99.1616,19.4426,-99.1618,19.452
313,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0958K,HORACIO MANN,-99.1616,19.4426,-99.088758,19.411895
314,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR0940G,LUIS CABRERA,-99.1616,19.4426,-99.1151,19.4124
315,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
316,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1572J,ESTADO DE JALISCO,-99.1616,19.4426,-99.1506,19.4755
317,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
318,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0041T,HISPANO AMERICANO,-99.1616,19.4426,-99.15616,19.44947
319,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1785L,VASCO DE QUIROGA,-99.1616,19.4426,-99.2396,19.3828
320,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0920Y,COLEGIO SIGLO XXI,-99.1616,19.4426,-99.165196,19.408196
321,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1366A,MAESTRO MANUEL BORJA SORIANO,-99.1616,19.4426,-99.1385,19.4928
322,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2509O,ANDRES BELLO,-99.1616,19.4426,-99.154,19.4471
323,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR1470R,EL TESORO DEL SABER,-99.1616,19.4426,-99.105687,19.453444
324,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2478L,LUIS MURILLO,-99.1616,19.4426,-99.1365,19.4402
325,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1600P,EL PENSADOR MEXICANO,-99.1616,19.4426,-99.1581,19.4476
326,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1631I,SOTERO PRIETO,-99.1616,19.4426,-99.1772,19.4913
327,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1721A,ESTADO DE HIDALGO,-99.1616,19.4426,-99.1779,19.4434
328,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2529B,ALBERTO CORREA,-99.1616,19.4426,-99.165,19.4188
329,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1366A,MAESTRO MANUEL BORJA SORIANO,-99.1616,19.4426,-99.1385,19.4928
330,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1596T,GRAL. ADALBERTO TEJEDA,-99.1616,19.4426,-99.174,19.4732
331,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1307L,ESTADO DE MORELOS,-99.1616,19.4426,-99.0116,19.3621
332,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1114X,JUAN TELLEZ VARGAS,-99.1616,19.4426,-99.149,19.445
333,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
334,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR2944Q,MÁRTIRES DE TACUBAYA,-99.1616,19.4426,-99.1901,19.4121
335,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1740P,PROFR. ADELAIDO RIOS Y MONTES DE OCA,-99.1616,19.4426,-99.1698,19.4382
336,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0034J,INSTITUTO ANGLO ESPAÑOL,-99.1616,19.4426,-99.1578,19.4375
337,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0994P,COLEGIO LA FAYETTE,-99.1616,19.4426,-99.071531,19.426782
338,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1289M,HEROICOS CADETES,-99.1616,19.4426,-99.1255,19.382
339,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0038F,METROPOLITANA,-99.1616,19.4426,-99.159059,19.447723
340,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1840O,"ESC. PRIM. ANEXA A LA BENM ""GENOVEVA CORTÉS VALLADARES""",-99.1616,19.4426,-99.1682,19.4453
341,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
342,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1335H,BENITO JUÁREZ,-99.1616,19.4426,-99.1596,19.4098
343,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09DPR1839Z,"ESC. PRIM. ANEXA A LA BENM ""LUIS HIDALGO MONROY""",-99.1616,19.4426,-99.1682,19.4453
344,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0034J,INSTITUTO ANGLO ESPAÑOL,-99.1616,19.4426,-99.1578,19.4375
345,3,09DES1000O,ESCUELA SECUNDARIA ANEXA A LA NORMAL SUPERIOR DE MÉXICO,100,09PPR0034J,INSTITUTO ANGLO ESPAÑOL,-99.1616,19.4426,-99.1578,19.4375
346,3,09DST0113C,ESCUELA SECUNDARIA TÉCNICA 113,100,09DPR5074N,PROFR. JOSÉ SANTOS VALDES,-99.0413,19.3349,-99.0418,19.3182
347,3,09DST0113C,ESCUELA SECUNDARIA TÉCNICA 113,100,09DPR4203K,MÉXICO-JAPÓN,-99.0413,19.3349,-99.0496,19.3243
348,3,09DST0113C,ESCUELA SECUNDARIA TÉCNICA 113,100,09DPR4203K,MÉXICO-JAPÓN,-99.0413,19.3349,-99.0496,19.3243
349,3,09DST0113C,ESCUELA SECUNDARIA TÉCNICA 113,100,09DPR1321E,EL AMO TORRES,-99.0413,19.3349,-99.0412,19.3419
